Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,AdoptionSpeed,Images,Breed
Cat,2.0,Male,Yellow,White,Unknown,Small,Yes,No,No,No,Healthy,0.0,"Kitten for adoption: Found one stray kitten with a wound on his back, which is being treated. He is white with orange markings and has blue eyes. The mother cat you see in the pictures is also a stray whom we have been feeding.The little guy is well on his way to recovery and would be great if someone could give him a loving home. Very playful and affectionate kitten, will make a great companion. Please note: I will ensure he is completely healed of his wound before i hand him over for adoption. ETA: He is healed of his wound now!",3.0,c1116d6c4-4.jpg,Domestic_Short_Hair
Dog,24.0,Female,Brown,Unknown,Unknown,Large,Yes,Yes,Yes,Unknown,Healthy,100.0,The owner of Coco could no longer take care of her. 4PAWS took her in and gave her a new temporary home. Hopefully we can find a new home for her soon.,4.0,7b1211e80-2.jpg,Labrador_Retriever
Cat,12.0,Female,White,Unknown,Unknown,Medium,No,Unknown,Unknown,Unknown,Healthy,0.0,indulgent,4.0,aabd8c0d6-1.jpg,Domestic_Medium_Hair
Cat,4.0,Male,Golden,White,Unknown,Medium,Yes,No,Yes,No,Healthy,30.0,"Olsen White The Cheras is twin of Olsen The Cheras. Another siblings from the Cheras Downtown incident where me and my friends found 5 kittens all 2 months old where dumped in a box beside ""surau"". Like his twin brother, he is playful, active, and loves to climb too. Sometimes I get confused between them. White's markings? It's the white spot on his body. Olsen White is litter trained April 12th- White's having flu April 25th - White's healthy again",3.0,5e1c62c0a-1.jpg,Domestic_Short_Hair
Dog,2.0,Female,Black,White,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,Female-2mths+ . Dewormed but not yet vaccine. Healthy and active. Hope an animal lover can give her a sweet home.,2.0,b0a8a88a0-1.jpg,Mixed_Breed
Cat,3.0,Male,Black,Gray,White,Medium,Yes,No,Yes,No,Healthy,0.0,"Anak kucin ini, anak saya bawa pulang dari kolej semasa kecil kerana risaukan keadaannya yang selsema dan sakit mata. setelah hampir 2 bulan di rumah kami, anak kucing ini sudah sihat dan aktif Saya sudah deworm Saya sudah tidak mampu untuk membela lebih banyak kucing di rumah. Oleh itu, Sesiapa yang berminat untuk adopt kucing ini. Diharapkan boleh telefon/sms nombor telefon saya noriah - saya tidak dapat online selalu. sebarang description, sila rujuk gambar. diharapkan untuk mencari rumah dan owner baru untuk kucing ini.",2.0,59a320894-4.jpg,Domestic_Short_Hair
Cat,10.0,Female,Black,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,I dont want to keep any cats in my house. So i want to give my cat to anyone,4.0,4ea44a5b0-1.jpg,Domestic_Short_Hair
Dog,4.0,Female,Yellow,Unknown,Unknown,Small,No,No,Yes,Yes,Healthy,0.0,"I found Shaggie with 2 other males at a heavy machinery repair shop. She was very probably abandoned. She has shaggy fur, and very likely a terrier mix. Now a kind hearted shop owner is sheltering her while she is waiting and hoping to be adopted into a loving forever home. Shaggie is quite strong in character. Real dog lovers please call Jocelyn at.",3.0,03e5bf50b-7.jpg,Mixed_Breed
Dog,48.0,Female,Black,Brown,White,Medium,No,Unknown,Unknown,Unknown,Minor Injury,0.0,"Bandit is super sweet, gentle and lovable. I found her running thru the grocery store, scared to death. She was being chased by guards at the mall. I brought her home and took care of her for the night, but she needs a loving home.",3.0,a9fdc3e4a-1.jpg,Mixed_Breed
Cat,3.0,Male,Yellow,Gray,White,Medium,Yes,No,Yes,No,Healthy,30.0,Brothers and sister. Very loving and playful. Still young not suitable to be neutered yet. But we will provide you free neutering when their age is suitable.,4.0,0dfd484a6-1.jpg,Domestic_Short_Hair
Dog,2.0,Female,Brown,Unknown,Unknown,Small,Yes,Yes,Yes,No,Healthy,0.0,"Boo Boo was rescued at Bukit Bintang.She is cute,playful and active.",2.0,7811bdd84-1.jpg,Mixed_Breed
Dog,3.0,Female,Brown,White,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Energetic, playful, knows basic ""instructions"". Found him wondering around my house over the weekend. Clean and ticks free. Looking for a tender, loving family whom can take care of it.",3.0,4d75e5771-1.jpg,Mixed_Breed
Cat,6.0,Male,Gray,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Hong Hong has very soft fur. He is health and active. Like to play with her sister Onn Onn, which is also waiting for adoption. It will be great if they can be adopted together. So that they can grow up with a companion. Adoptor must promise to vaccine and nueter him and keep him indoor.",4.0,3a916e954-3.jpg,Tabby
Cat,12.0,Male,Black,Brown,White,Large,No,Yes,Yes,Yes,Healthy,0.0,"A very big cat of it's age. Notti is a very loyal companion, loves to be pampered :)",0.0,b2264970a-11.jpg,Domestic_Medium_Hair
Dog,5.0,Female,Brown,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"It's me FAITH. I'm a 5 month old female..I promise that I will be your loyal companion till the end. If you have FAITH in me, please call.",3.0,b9568ee6f-1.jpg,Mixed_Breed
Dog,60.0,Male,Golden,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Tango is a very friendly and active dog. I met him at a place where there's a very kind-hearted lady, who kept over dogs with her and provide them ample space and foods. According to this lady, Tango was being abandoned by his owner due to dog fleas problem. This lady sent him to clinic and took good care of him and we can now see his fur & skin is very nice! The shelter place is nearby Batu 14 Ulu Langat, where is just beside the fish pond. This women plants passion fruits and feed them with passion fruits as tea time! It would be highly appreciated if new owner willing to pay RM-rm as sponsor/donation to this this women to ease her financial burden as to keep over dogs.",4.0,7687b7da2-4.jpg,Mixed_Breed
Cat,2.0,Male,Black,Cream,Gray,Medium,No,No,Yes,No,Healthy,0.0,"Wed 13th Oct , 6:50 pm. Kitten could hv been fallen off from a moving vehicle. He crouched on the fast lane of the road near Kepong Central Station. I was on the second lane when I noticed a car at halt and hestitated to move. The road around 6pm - 7pm was very busy. Then I was astonished when I saw this little fellow there and the driver was trying to avoid it. Since the traffic was heavy and my second lane was also at halt, I went out and try to pick the fellow up. Well for all you know God was kind and as the little fellow started crawling under the car, the driver moved slowly. Other cars that followed also slowed down to see what was happening.As I neared the fellow it ran to the side of the divider and to the pavement. Luckily for this divider there was a big piece of land (pavement). Seeing that he was safe for a moment, I went back to my car and drove slightly up as I was blocking the traffic. Luckily I was able to park my car near a taxi stand. I took some cat food which I always have with me in my car and headed back to the kitten. When it saw me it ran away into an exposed drain. Oh! dear I thought, every where was covered up except this part and in he went. I inched up to him slowly making sure I do not frighten him.I extended my cat food to him and luckily this poor fellow was very hungry. It came for the food and I slowly caught hold of him. All the while I was praying to GOD to help and my prayer was answered. Thank You GOD Very smart fellow,tries to communicate to you.",3.0,59097271b-8.jpg,Domestic_Medium_Hair
Cat,8.0,Female,Black,White,Unknown,Medium,Unknown,No,Yes,No,Healthy,100.0,Shy is a very manja cat. It can sleep with u once she knows its owner well I raise her since she was a kitten now its time for rehome. Only problem with her is she only pee and poo in a wooden pellet. All i ask is for adoption fee rm to let me have some cat food for my other cats.,1.0,da1899776-4.jpg,Domestic_Long_Hair
Dog,12.0,Male,Golden,Unknown,Unknown,Medium,No,Yes,Yes,Unknown,Healthy,0.0,"Don't you think i look like it ? :) Mr. FMF is a happy-go-lucky guy who's just happy to see people! Come by and give him a pat and see what i mean. ""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer. P/s: Please contact Jackie by calling or texting her at, she's a grandma at emails. """,4.0,67af2d880-2.jpg,Mixed_Breed
Dog,36.0,Female,Brown,White,Unknown,Medium,Unknown,Yes,Yes,No,Healthy,200.0,Friendly,3.0,2ba019cb8-1.jpg,Shih_Tzu
Dog,4.0,Male,Black,Brown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,Winner is a male mongrel mixed with traits of sharpei. He was abandoned at a tender age by his irresponsible owner.Suffered hunger and chased and beaten by humans. He is very bright. He knows exactly what to do when I put a plastic tray for his poo n pee. He is very close and dear to his master. .Give him a chance to prove to you he is worth to keep,4.0,6784b2fcd-2.jpg,Mixed_Breed
Dog,36.0,Female,White,Unknown,Unknown,Small,Unknown,Yes,Yes,No,Minor Injury,0.0,"we(mercy foundation) rescued this girl from the streets without her left eye. its probably a lost dog. she still lool very young and very playful . very friendly, quiet and obedient. can go along with childrens vry well as she is very tame and playful. we have completely vaccinated her and she is vry healthy. please call felisha anne for adoption.",2.0,e808828dc-1.jpg,Shih_Tzu
Dog,53.0,Male,Brown,White,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,0.0,Vodka is a exceptionally cheerful dog and has been with us since he was born. It is tragic for us that we are unable to have him anymore due to my children and wife developing allergies to him. I am out there searching for somebody who would give him warmth and care for the rest of his years. He makes a good companion and a very loyal animal.,1.0,ddd7cc601-1.jpg,Shih_Tzu
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call ,3.0,c3e1f5f86-1.jpg,Mixed_Breed
Dog,2.0,Female,Black,Brown,Unknown,Medium,No,No,No,No,Healthy,0.0,Please give this cute fella a home. She is a sad case of dog dumping in cage and with collar and chain. I cant keep her as i got 4 of my own. SOS!! Please give her a home urgently.,4.0,7db48c47a-3.jpg,Mixed_Breed
Cat,1.0,Female,Black,White,Unknown,Small,Yes,No,No,No,Healthy,0.0,"So, some twat had decided to dump a couple-days-old kitten in front of my house, in a plastic bag. I only found the little thing because of it constant meewing. Unfortunately, I can't keep it for too long, so I'm looking for interested parties who are willing to adopt him/her. If you can't adopt it, that's fine. All I ask is for you to pass this message around to your friends and contacts to see if any of them would be willing to adopt it. If interested, just send me a PM",4.0,a98a5b0e8-1.jpg,Oriental_Tabby
Dog,12.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Minor Injury,0.0,"Bruno has been living on the streets of Ampang Jaya for about a year and has been fed by a family. He was recently injured but has been rescued and is currently in care receiving treatment and will be dewormed, neutered and vaccinated. He is looking for his forever family!!",3.0,b477ad589-1.jpg,Mixed_Breed
Cat,4.0,Female,Brown,Cream,Gray,Small,Yes,Yes,Yes,No,Healthy,0.0,"Pipka was found wandering in the lobby of a condo and we have been fostering her for about a month. She loves to be around humans and will make friends with non hostile cats. She loves attention and being cuddled, and loves to play with empty toilet rolls, balls and strings. She is toilet trained and has received her first vaccination. She is quite long for her age will be a very pretty cat when she is older. She has orange eyes and a striped coat. Pipka is a sweetheart and we hope to find a forever home for her - indoor and free to roam (no cages).",3.0,b52c73ef1-4.jpg,Domestic_Short_Hair
Cat,1.0,Female,Black,White,Unknown,Large,Unknown,No,Yes,Unknown,Healthy,0.0,"BULAT bersama 5 ekor beradik di tinggalkan tanpa ibu. Sekarang BULAT dah sihat dan nakal. Waktu kecik BULAT akan hisap nenen sampai botol kemek. Yang paling kuat nenen dan yang paling laju nenen. BULAT ni seekor yang berani. Suka perhatikan gerak geri kita. Suara BULAT comel. Kalau dah kenyang, BULAT tak kira apa yang berlaku di sekeliling dia. Pandai juga berdiri 2 kaki. Harap BULAT dapat keluarga baru. Yang dapat bagi kasih sayang sepenuhnya. Sebab BULAT berhak. BULAT baik dan tak banyak ragam. Pandai dan senang di ajar.",1.0,8b53dec4c-1.jpg,Domestic_Long_Hair
Cat,4.0,Female,Yellow,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,This is Nala..she loves to play and such a wonderful kitten. I love the color of her fur. It is light cream and soft. She loves the outdoors and exploring our garden. *very healthy & playful from a loving home *short hair tabby breed *female *born Oct *vaccinated *litter box trained & clean *well groomed >> Please call  to meet her..,3.0,bc03cb42b-7.jpg,Tabby
Dog,5.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,Please contact : Stuart Stewie,4.0,d2cd71ec2-1.jpg,Mixed_Breed
Dog,29.0,Female,Cream,White,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Meme is a calm, steady dog. Toilet trained during walks. Very good temperament, will sit and shake hands. Doesn't bite or chew things. Best indoors. Great for first time dog owners and children. Vaccination and neutering cost to be borne by adopter. Please call if you can give her a good home.",3.0,ada6358f5-4.jpg,Spitz
Cat,2.0,Male,Golden,Yellow,Unknown,Medium,Unknown,No,No,No,Healthy,0.0,"Hi,I am moving to a new home next month, the new place does not allow pets. I currently have 11 cats at home, sadly I have to put some of them up for adoption. Please help me find a loving home for my adorable cats.",1.0,00e50c7a7-1.jpg,Persian
